job,salary,city,frequency,duration,company_name,company_scale,advantage
HRBP实习生,120-150/天,北京,5天/周,3个月,字节跳动,2000人以上,节日福利寒假实习房补免费三餐周末双休免费咖啡 亿级日活平台，今日头条，抖音，年轻、扁平、透明，免费三餐健身房，租房补贴
前端开发实习生,120-150/天,北京,5天/周,3个月,字节跳动,2000人以上,实习津贴免费三餐节日福利地铁周边 亿级日活平台，今日头条，抖音，年轻、扁平、透明，免费三餐健身房，租房补贴
产品运营实习生（广告平台）,150-200/天,北京,5天/周,4个月,掌阅,150-500人,超赞领导 
天猫运营实习生,150-200/天,北京,5天/周,3个月,好未来,2000人以上,周末双休 带薪公益假，住福计划，租房计划，节日礼品，开工利是，团队建设
市场项目运营实习生,150/天,北京,4天/周,4个月,字节跳动,2000人以上,实习津贴免费三餐 亿级日活平台，今日头条，抖音，年轻、扁平、透明，免费三餐健身房，租房补贴
产品运营实习生（电商平台方向）,100-150/天,深圳,4天/周,4个月,转转,500-2000人,可转正实习 有趣的团队，团队专业，年轻任性，生日惊喜，环境氛围好，实战多成长快，提供茶饮零食，优秀团队，很好的学习成长氛围，节日惊喜
软件研发实习生-前端,400-500/天,北京,5天/周,6个月,图森未来,500-2000人,接受大一大二可转正实习 免费三餐，实习生管住宿，自有健身房，周末双休，技术大咖，工程师文化
用户运营实习生,100-120/天,上海,5天/周,6个月,哈啰出行,2000人以上,出行独角兽核心团队BAT周末双休 薪资无上限，晋升空间，潜力人，零食多，高福利，温馨，内部培训
喜马拉雅大学运营实习生,120-150/天,上海,5天/周,3个月,喜马拉雅,500-2000人,弹性工作制音频独角兽免费晚餐水果免费班车 弹性工作＆迟到豁免，餐饮补贴＆免费水果，丰厚年终奖＆期权激励，节日福利＆团建基金，年陈福利，内部购买，游戏室＆按摩椅＆淋浴房＆24H直播间，明星大咖出没，音频独角兽
Web前端开发实习生,100-150/天,广州,4天/周,3个月,欢聚集团,2000人以上,健身房餐补免费咖啡 工作环境超棒，节日大礼包，餐补
行政助理实习生（上海）,120-200/天,上海,3天/周,3个月,医渡云,500-2000人,不打卡周末双休免费咖啡免费三餐朝十晚七 医疗大数据，弹性工作
AI产品实习生,150-200/天,北京,5天/周,3个月,字节跳动,2000人以上,实习津贴免费咖啡下午茶免费三餐实习证明 亿级日活平台，今日头条，抖音，年轻、扁平、透明，免费三餐健身房，租房补贴
市场品牌实习生-教育,150/天,北京,5天/周,3个月,字节跳动,2000人以上,下午茶扁平管理健身瑜伽扁平管理弹性时间免费三餐租房补贴 亿级日活平台，今日头条，抖音，年轻、扁平、透明，免费三餐健身房，租房补贴
蔚来顾问助理（实习生）,100-150/天,石家庄,5天/周,3个月,NIO蔚来,2000人以上,实习证明 团队体验，有憧憬，有发展，用户企业，成长快速，工作氛围优良，免费班车
技术运营实习生,150/天,北京,5天/周,4个月,字节跳动,2000人以上,免费三餐实习津贴下午茶健身房房补 亿级日活平台，今日头条，抖音，年轻、扁平、透明，免费三餐健身房，租房补贴
英语翻译实习生,100-150/天,上海,4天/周,3个月,欢聚集团,2000人以上,健身房餐补免费咖啡 工作环境超棒，节日大礼包，餐补
交付专员INTERN,100-150/天,杭州,3天/周,5个月,NIO蔚来,2000人以上,大平台发展前景好 团队体验，有憧憬，有发展，用户企业，成长快速，工作氛围优良，免费班车
前端实习生（平台架构）,200/天,上海,5天/周,6个月,喜马拉雅,500-2000人,弹性工作制免费班车免费晚餐水果音频独角兽 弹性工作＆迟到豁免，餐饮补贴＆免费水果，丰厚年终奖＆期权激励，节日福利＆团建基金，年陈福利，内部购买，游戏室＆按摩椅＆淋浴房＆24H直播间，明星大咖出没，音频独角兽
腾讯看点数据平台组实习生,100-120/天,北京,5天/周,3个月,腾讯,2000人以上,周末双休 平台好机会多，腾讯
用户研究-实习生,150-200/天,上海,4天/周,6个月,哔哩哔哩,2000人以上,转正机会大厂实习 二次元，新兴文化代表，lo娘，猫房，特♂色社团，氛围爆好，有发展前景，技术牛人多，舒适的办公环境，发展好
HR实习生——抖音短视频,150-200/天,北京,5天/周,3个月,字节跳动,2000人以上,接受大一大二可转正实习留学生实习弹性工作免费三餐下午茶 亿级日活平台，今日头条，抖音，年轻、扁平、透明，免费三餐健身房，租房补贴
内容教研实习生,150-180/天,北京,5天/周,3个月,喜马拉雅,500-2000人,免费晚餐水果免费班车弹性工作制音频独角兽 弹性工作＆迟到豁免，餐饮补贴＆免费水果，丰厚年终奖＆期权激励，节日福利＆团建基金，年陈福利，内部购买，游戏室＆按摩椅＆淋浴房＆24H直播间，明星大咖出没，音频独角兽
C++客户端开发实习生,300-400/天,北京,4天/周,3个月,字节跳动,2000人以上,免费三餐远程实习免费健身房 亿级日活平台，今日头条，抖音，年轻、扁平、透明，免费三餐健身房，租房补贴
市场部实习生,100-200/天,北京,5天/周,6个月,旷视科技,2000人以上,接受大一大二节日福利 弹性工作，上下班不打卡，零食水果下午茶，技术驱动型企业
社群运营实习生,80-100/天,合肥,5天/周,3个月,科大讯飞,2000人以上,提供住宿餐补 有梦想，年轻活泼，漂亮小姐姐，岗位补助，已审核，产品有前景
战略与投资分析实习生,200-300/天,北京,5天/周,4个月,字节跳动,2000人以上,下午茶扁平管理大牛带队免费三餐弹性工作租房补贴 亿级日活平台，今日头条，抖音，年轻、扁平、透明，免费三餐健身房，租房补贴
医药学实习生,120-200/天,北京,3天/周,3个月,医渡云,500-2000人,免费三餐无限零食弹性工作实习津贴 医疗大数据，弹性工作
产品经理实习生,200-250/天,北京,5天/周,3个月,好未来,2000人以上,周末双休下午茶实习证明留学生实习实习津贴弹性工作 带薪公益假，住福计划，租房计划，节日礼品，开工利是，团队建设
综合采购实习生,100-150/天,广州,3天/周,6个月,欢聚集团,2000人以上,健身房餐补免费咖啡 工作环境超棒，节日大礼包，餐补
人力资源实习生,150-200/天,深圳,5天/周,3个月,优必选,500-2000人,弹性工作实习津贴周末双休 学习型，成长快，团队气氛nice，人工智能，独角兽，大牛带队
云游戏平台运营实习生,120-180/天,广州,5天/周,3个月,虎牙,2000人以上,实习证明周末双休弹性工作实习津贴节日福利定期团建免费咖啡地铁周边 自带食堂，扁平化组织，互联网产业，水果零食，电竞，公司平台大
商业平台事业部-推荐算法实习生,200-300/天,北京,4天/周,2个月,搜狗,2000人以上,成长空间 
NLP自然语言处理实习生,180-250/天,北京,5天/周,3个月,用友集团,500-2000人,实习津贴可转正实习暑期实习周末双休 成长机会多，企业互联网化，有竞争力薪资，节假日生日福利，环境氛围好，福利待遇优，带薪年休假、节日福利，有食堂&amp;班车，一年14薪，双休&五险一金
数据分析实习生,50-100/天,沈阳,5天/周,3个月,东软集团,2000人以上,实习证明接受大一大二免费健身房 
HRBP实习生 — 商业化,150/天,北京,4天/周,3个月,字节跳动,2000人以上,有竞争力的实习免费三餐下午茶租房补贴留学生实习 亿级日活平台，今日头条，抖音，年轻、扁平、透明，免费三餐健身房，租房补贴
门店管培生（2021届）,180-200/天,宁波,5天/周,9个月,一嗨租车,2000人以上,晋升迅速 免费宿舍五险一金专业带教 同事热情，待遇高，国际战略，主管好，以培养为重，生日祝福金，发展空间大，社保公积金，季度活动，拓展
文化设计&创意实习生,150/天,北京,5天/周,3个月,字节跳动,2000人以上,地铁周边互联网文化活动人力资源平面设计活动创意 亿级日活平台，今日头条，抖音，年轻、扁平、透明，免费三餐健身房，租房补贴
技术运营实习生,150-300/天,北京,5天/周,3个月,字节跳动,2000人以上,可转正实习免费健身房不打卡实习津贴下午茶免费咖啡地铁周边免费三餐房补可转正实习 亿级日活平台，今日头条，抖音，年轻、扁平、透明，免费三餐健身房，租房补贴
营销项目运营实习生,150/天,北京,4天/周,4个月,字节跳动,2000人以上,免费三餐租房补贴免费下午茶免费健身房 亿级日活平台，今日头条，抖音，年轻、扁平、透明，免费三餐健身房，租房补贴
深度学习/计算机视觉实习生,180-200/天,广州,5天/周,3个月,虎牙,2000人以上,弹性工作实习津贴地铁周边免费咖啡定期团建 自带食堂，扁平化组织，互联网产业，水果零食，电竞，公司平台大
增长运营中心实习生,150-180/天,上海,5天/周,3个月,喜马拉雅,500-2000人,免费班车免费晚餐音频类独角兽 弹性工作＆迟到豁免，餐饮补贴＆免费水果，丰厚年终奖＆期权激励，节日福利＆团建基金，年陈福利，内部购买，游戏室＆按摩椅＆淋浴房＆24H直播间，明星大咖出没，音频独角兽
产品经理实习生,200-250/天,北京,4天/周,3个月,好未来,2000人以上,下午茶 带薪公益假，住福计划，租房计划，节日礼品，开工利是，团队建设
房产销售运营专员,150-200/天,北京,6天/周,4个月,北京链家,2000人以上,你的付出看的到努力就有回报公平晋升环境。 季度出游，弹性工作时间，晋升空间大，90后团队，销售部，大平台，优秀可转正
HR实习生,120-180/天,厦门,5天/周,3个月,吉比特,150-500人,实习证明接受大一大二 环境高大上，行业领导者，薪酬福利好，专业、活力、创造，实习商业保险，美味餐厅，每月固定观影福利
北京-CV算法实习生【日常实习】,300-500/天,北京,5天/周,4个月,依图,500-2000人,地铁周边人工智能 人工智能，免费零食饮料，免费健身房，实习证明
数据分析实习生,120-180/天,北京,4天/周,6个月,搜狗,2000人以上,弹性工作 
视频制作实习生,100-150/天,广州,4天/周,3个月,欢聚集团,2000人以上,健身房餐补免费咖啡 工作环境超棒，节日大礼包，餐补
人力资源实习生,100-150/天,北京,4天/周,3个月,罗辑思维 得到,150-500人,弹性工作氛围轻松学习机会多可转正实习寒假实习暑期实习接受大一大二留学生实习 地段好，大咖云集，开放自由，福利极好
HR实习生,150-200/天,上海,4天/周,3个月,斑马,500-2000人,阿里巴巴车辆网智能驾驶阿里系接受大一大二 同事年轻友好，简单真诚，各种好玩，有意义，部门聚餐
广告产品研究,120-180/天,北京,3天/周,6个月,搜狗,2000人以上,商业产品弹性工作 
线上运营实习生（酒店业务）,120-150/天,上海,4天/周,3个月,哈啰出行,2000人以上,快速成长 薪资无上限，晋升空间，潜力人，零食多，高福利，温馨，内部培训
创新项目渠道运营实习生,100-150/天,深圳,5天/周,5个月,腾讯,2000人以上,产品运营渠道运营实战经验免费咖啡不打卡 平台好机会多，腾讯
C++软件工程师,100-150/天,杭州,5天/周,12个月,同花顺,2000人以上,C++大神导师上市公司 免费健身，这里有梦想，户外拓展
英语教研实习生,150-180/天,北京,5天/周,3个月,喜马拉雅,500-2000人,免费晚餐水果免费班车音频独角兽弹性工作制 弹性工作＆迟到豁免，餐饮补贴＆免费水果，丰厚年终奖＆期权激励，节日福利＆团建基金，年陈福利，内部购买，游戏室＆按摩椅＆淋浴房＆24H直播间，明星大咖出没，音频独角兽
AI产品实习生,150-200/天,北京,4天/周,6个月,思必驰,500-2000人,周末双休每日餐补不打卡AI行业转正机会 弹性上班，周末双休，业界知名
人力资源助理（招聘方向）,100-120/天,郑州,5天/周,3个月,前程无忧,2000人以上,可转正实习接受大一大二下午茶 大公司，以培养为重，可留任，大公司平台，注重团队氛围，规模大
用户运营实习生,100-200/天,北京,5天/周,3个月,搜狐,2000人以上,可转正实习 良好团队氛围，有大牛，丰厚实习佣金，帅哥美女多，快速成长，自我提升，团队建设活动，可留任，高逼格环境，15天带薪年假
校园渠道远程实习生,薪资面议,全国,5天/周,3个月,搜狐,2000人以上,远程实习暑期实习寒假实习接受大一大二留学生实习 良好团队氛围，有大牛，丰厚实习佣金，帅哥美女多，快速成长，自我提升，团队建设活动，可留任，高逼格环境，15天带薪年假
新媒体运营,100-200/天,北京,5天/周,3个月,搜狐,2000人以上,朝九晚五周末双休 良好团队氛围，有大牛，丰厚实习佣金，帅哥美女多，快速成长，自我提升，团队建设活动，可留任，高逼格环境，15天带薪年假
平台KOL账号运营实习生,0-20/天,全国,5天/周,3个月,搜狐,2000人以上,远程实习接受大一大二 良好团队氛围，有大牛，丰厚实习佣金，帅哥美女多，快速成长，自我提升，团队建设活动，可留任，高逼格环境，15天带薪年假
策略产品实习生,薪资面议,上海,5天/周,6个月,哔哩哔哩,2000人以上,B站 二次元，新兴文化代表，lo娘，猫房，特♂色社团，氛围爆好，有发展前景，技术牛人多，舒适的办公环境，发展好
项目实习生,150-200/天,北京,4天/周,9个月,momenta,150-500人,大平台高薪资免费三餐免费健身房 氛围和善，发展迅速
产品实习生,100-150/天,北京,4天/周,6个月,欢聚集团,2000人以上,健身房餐补免费咖啡 工作环境超棒，节日大礼包，餐补
平面设计实习生,100-150/天,杭州,4天/周,4个月,NIO蔚来,2000人以上,工作环境佳 团队体验，有憧憬，有发展，用户企业，成长快速，工作氛围优良，免费班车
营销策略分析实习生,150/天,北京,4天/周,3个月,字节跳动,2000人以上,接受大一大二不打卡下午茶弹性工作免费健身房 亿级日活平台，今日头条，抖音，年轻、扁平、透明，免费三餐健身房，租房补贴
策划实习生,180-200/天,北京,5天/周,4个月,搜狐畅游,500-2000人,可转正实习接受大一大二 弹性工时，福利多，发展前景好，学习氛围好
产品运营,100-200/天,北京,5天/周,3个月,科大讯飞,2000人以上,寒假实习 有梦想，年轻活泼，漂亮小姐姐，岗位补助，已审核，产品有前景
感知算法实习生,300-400/天,北京,5天/周,5个月,NIO蔚来,2000人以上,可转正实习留学生实习核心业务 团队体验，有憧憬，有发展，用户企业，成长快速，工作氛围优良，免费班车
蔚来专员实习生 - 用户运营（盐城）,100-150/天,盐城,4天/周,3个月,NIO蔚来,2000人以上,接受大一大二留学生实习 团队体验，有憧憬，有发展，用户企业，成长快速，工作氛围优良，免费班车
实施软件工程师（西安）,120-180/天,西安,5天/周,6个月,东软集团,2000人以上,可转正实习商业保险 
市场运营实习生-教育,150/天,北京,5天/周,3个月,字节跳动,2000人以上,下午茶扁平管理瑜伽健身弹性时间租房补贴 亿级日活平台，今日头条，抖音，年轻、扁平、透明，免费三餐健身房，租房补贴
配置管理工程师（实习生）,100-150/天,杭州,4天/周,4个月,海康威视,2000人以上,发展前景好工资福利好 大平台，锻炼多
财务实习生,100-150/天,广州,4天/周,4个月,欢聚集团,2000人以上,健身房餐补免费咖啡 工作环境超棒，节日大礼包，餐补
商务专员实习生,120-150/天,杭州,4天/周,3个月,海康威视,2000人以上,周末双休实习津贴 大平台，锻炼多
AI产品实习生,150-200/天,北京,5天/周,3个月,小鹏汽车,2000人以上,ai产品经理 自动驾驶，AI，互联网，整车研发
内容实习生,200-300/天,北京,4天/周,3个月,罗辑思维 得到,150-500人,弹性工作氛围轻松成长空间环境极好可转正实习实习证明 地段好，大咖云集，开放自由，福利极好
财务专员实习生,80-120/天,合肥,5天/周,3个月,科大讯飞,2000人以上,餐补往返班车员工宿舍 有梦想，年轻活泼，漂亮小姐姐，岗位补助，已审核，产品有前景
传播运营实习生,200/天,上海,4天/周,3个月,NIO蔚来,2000人以上,免费咖啡大咖带队发展平台 团队体验，有憧憬，有发展，用户企业，成长快速，工作氛围优良，免费班车
人力资源项目实习生,150/天,北京,5天/周,3个月,字节跳动,2000人以上,免费健身房实习证明免费三餐住房补贴 亿级日活平台，今日头条，抖音，年轻、扁平、透明，免费三餐健身房，租房补贴
英文资源工程师,100-200/天,全国,3天/周,12个月,科大讯飞,2000人以上,上市公司潜力无限 有梦想，年轻活泼，漂亮小姐姐，岗位补助，已审核，产品有前景
管理培训生（门店运营管理方向）,180-200/天,南京,5天/周,9个月,一嗨租车,2000人以上,免费住宿晋升发展迅速 同事热情，待遇高，国际战略，主管好，以培养为重，生日祝福金，发展空间大，社保公积金，季度活动，拓展
人力资源实习生（广州）,100-150/天,广州,5天/周,3个月,小鹏汽车,2000人以上,包餐导师制 自动驾驶，AI，互联网，整车研发
2020管理培训生（企业客户销售方向）,200/天,济南,5天/周,4个月,一嗨租车,2000人以上,企业销售一对一带教专业团队发展迅速 同事热情，待遇高，国际战略，主管好，以培养为重，生日祝福金，发展空间大，社保公积金，季度活动，拓展
品牌宣传实习生,100-120/天,杭州,5天/周,3个月,海康威视,2000人以上,实习证明异地房补免费健身房提供住宿 大平台，锻炼多
HR实习生-招聘方向,150/天,北京,5天/周,3个月,字节跳动,2000人以上,实习证明不打卡 亿级日活平台，今日头条，抖音，年轻、扁平、透明，免费三餐健身房，租房补贴
数据产品实习生,100-150/天,广州,4天/周,6个月,欢聚集团,2000人以上,健身房餐补免费咖啡 工作环境超棒，节日大礼包，餐补
财务支持实习生,120-200/天,北京,4天/周,3个月,搜狗,2000人以上,平台广阔 
电商运营实习生,150-180/天,上海,5天/周,3个月,喜马拉雅,500-2000人,免费晚餐水果免费班车弹性工作制音频独角兽 弹性工作＆迟到豁免，餐饮补贴＆免费水果，丰厚年终奖＆期权激励，节日福利＆团建基金，年陈福利，内部购买，游戏室＆按摩椅＆淋浴房＆24H直播间，明星大咖出没，音频独角兽
HR实习生,150/天,北京,5天/周,3个月,字节跳动,2000人以上,免费三餐下午茶团队氛围好异地房补 亿级日活平台，今日头条，抖音，年轻、扁平、透明，免费三餐健身房，租房补贴
2021管理培训生（企业大客户销售方向）,180-200/天,杭州,5天/周,1个月,一嗨租车,2000人以上,五险一金企业销售晋升快速 同事热情，待遇高，国际战略，主管好，以培养为重，生日祝福金，发展空间大，社保公积金，季度活动，拓展
2019应届生储备经理,150-200/天,北京,6天/周,13个月,北京链家,2000人以上,高底薪加提佣 季度出游，弹性工作时间，晋升空间大，90后团队，销售部，大平台，优秀可转正
数据分析算法实习生,300/天,上海,4天/周,3个月,NIO蔚来,2000人以上,全市班车免费咖啡 团队体验，有憧憬，有发展，用户企业，成长快速，工作氛围优良，免费班车
房产经纪人,299-399/天,北京,6天/周,8个月,北京链家,2000人以上,晋升机制 季度出游，弹性工作时间，晋升空间大，90后团队，销售部，大平台，优秀可转正
招聘实习生-抖音火山,150/天,北京,5天/周,3个月,字节跳动,2000人以上,免费三餐下午茶健身房超大平台成长速度快 亿级日活平台，今日头条，抖音，年轻、扁平、透明，免费三餐健身房，租房补贴
多媒体开发实习生,300-400/天,上海,5天/周,3个月,哔哩哔哩,2000人以上,福利好平台大成长快 二次元，新兴文化代表，lo娘，猫房，特♂色社团，氛围爆好，有发展前景，技术牛人多，舒适的办公环境，发展好
财务实习生,150/天,常州,5天/周,3个月,NIO蔚来,2000人以上,实习证明 团队体验，有憧憬，有发展，用户企业，成长快速，工作氛围优良，免费班车
门店运营实习生,100-150/天,杭州,3天/周,6个月,NIO蔚来,2000人以上,留学生实习大平台工作环境优美可提供实习证明伙伴热情友好美股上市公司实有转正机会灵活的上班时间 团队体验，有憧憬，有发展，用户企业，成长快速，工作氛围优良，免费班车
数据运维和数据分析实习生,200/天,上海,4天/周,3个月,NIO蔚来,2000人以上,班车接送965实习津贴 团队体验，有憧憬，有发展，用户企业，成长快速，工作氛围优良，免费班车
HRBP实习生,150/天,北京,5天/周,3个月,字节跳动,2000人以上,免费三餐下午茶实习生房补团队氛围好 亿级日活平台，今日头条，抖音，年轻、扁平、透明，免费三餐健身房，租房补贴
管家顾问,200-297/天,北京,6天/周,4个月,北京链家,2000人以上,工作氛围棒 季度出游，弹性工作时间，晋升空间大，90后团队，销售部，大平台，优秀可转正
组织发展与人才策略实习生,100-150/天,上海,4天/周,3个月,字节跳动,2000人以上,免费三餐 亿级日活平台，今日头条，抖音，年轻、扁平、透明，免费三餐健身房，租房补贴
视频制作实习生,120-180/天,深圳,4天/周,3个月,吉比特,150-500人,可转正实习接受大一大二房补 环境高大上，行业领导者，薪酬福利好，专业、活力、创造，实习商业保险，美味餐厅，每月固定观影福利
综合审计实习生,100-150/天,广州,3天/周,3个月,欢聚集团,2000人以上,健身房餐补免费咖啡 工作环境超棒，节日大礼包，餐补
市场实习生,50/天,武汉,3天/周,4个月,新东方,2000人以上,新东方实习证明 良好的英语环境，高人气创始人，有培训有提升，下午茶福利，广阔发展平台，团队有爱，领导NICE，内部优先晋升，专注教育，自由工作时间
HRBP实习生,150/天,北京,5天/周,3个月,字节跳动,2000人以上,实习津贴接受大一大二周末双休大咖云集 亿级日活平台，今日头条，抖音，年轻、扁平、透明，免费三餐健身房，租房补贴
储备店面置换经理,200-400/天,北京,6天/周,12个月,北京链家,2000人以上,大平台值得信赖完善的晋升体制底薪5000高额提佣 季度出游，弹性工作时间，晋升空间大，90后团队，销售部，大平台，优秀可转正
交付专员INTERN,100-150/天,杭州,3天/周,6个月,NIO蔚来,2000人以上,发展前景好 团队体验，有憧憬，有发展，用户企业，成长快速，工作氛围优良，免费班车
管理培训生（企业客户销售方向）,180-200/天,苏州,5天/周,8个月,一嗨租车,2000人以上,快速晋升渠道五险一金 同事热情，待遇高，国际战略，主管好，以培养为重，生日祝福金，发展空间大，社保公积金，季度活动，拓展
化学试题实习生,100-150/天,全国,5天/周,12个月,好未来,2000人以上,教育行业提升专业功底 带薪公益假，住福计划，租房计划，节日礼品，开工利是，团队建设
内容运营实习生,100-150/天,北京,5天/周,3个月,搜狐,2000人以上,大平台领导好定期团建实习证明 良好团队氛围，有大牛，丰厚实习佣金，帅哥美女多，快速成长，自我提升，团队建设活动，可留任，高逼格环境，15天带薪年假
IT审计实习生（内审中心）,100-150/天,广州,3天/周,3个月,欢聚集团,2000人以上,健身房餐补免费咖啡 工作环境超棒，节日大礼包，餐补
数据分析实习生,100-150/天,广州,3天/周,6个月,欢聚集团,2000人以上,健身房餐补免费咖啡 工作环境超棒，节日大礼包，餐补
人力资源实习生（全模块）,120-200/天,北京,3天/周,3个月,医渡云,500-2000人,免费三餐美味下午茶当季水果部门氛围超棒早十晚七不打卡 医疗大数据，弹性工作
HE0284-产品运营实习生（热点运营方向）,50-100/天,上海,5天/周,3个月,哔哩哔哩,2000人以上,餐补 二次元，新兴文化代表，lo娘，猫房，特♂色社团，氛围爆好，有发展前景，技术牛人多，舒适的办公环境，发展好
人力资源实习生,120-150/天,北京,5天/周,3个月,神州信息,2000人以上,可转正实习实习津贴周末双休实习证明 快乐工作，北京，好好好，内部福利，牛逼团队，数据挖据，包中餐，贴心导师，潜力大
前端开发实习生,150-200/天,北京,5天/周,3个月,美菜网,2000人以上,可转正实习 不作恶，扁平化，氛围轻松，直接参与项目，交通便捷，高效学习，成长快速，漂亮学霸多，办公环境优美，年轻态
渠道运营实习生,120-150/天,武汉,5天/周,3个月,斗鱼,500-2000人,大平台福利待遇好团队氛围好 餐费补贴，弹性工时，水果零食，五险一金，专业培训，晋升空间，发展平台，有大牛，多种专业培训，每年体检
平面设计实习生,150-180/天,上海,5天/周,3个月,喜马拉雅,500-2000人,免费晚餐水果免费班车弹性工作制音频独角兽 弹性工作＆迟到豁免，餐饮补贴＆免费水果，丰厚年终奖＆期权激励，节日福利＆团建基金，年陈福利，内部购买，游戏室＆按摩椅＆淋浴房＆24H直播间，明星大咖出没，音频独角兽
项目助理,200-300/天,上海,5天/周,12个月,众安保险,2000人以上,接受大一大二不加班可转正实习 有补助，节假日生日福利，靠能力吃饭，优秀的团队，弹性工作，免费下午茶，外滩工作
腾讯PCG-电商运营实习生,100-120/天,深圳,5天/周,3个月,腾讯,2000人以上,可转正实习 平台好机会多，腾讯
数据分析,100-200/天,北京,5天/周,3个月,用友集团,500-2000人,远程实习 成长机会多，企业互联网化，有竞争力薪资，节假日生日福利，环境氛围好，福利待遇优，带薪年休假、节日福利，有食堂&amp;班车，一年14薪，双休&五险一金
生态运营实习生,100-120/天,广州,3天/周,3个月,虎牙,2000人以上,发展前景好 自带食堂，扁平化组织，互联网产业，水果零食，电竞，公司平台大
HRBP实习生,100-150/天,北京,5天/周,4个月,新浪微博,2000人以上,大平台餐厅健身房成长空间 明星接触多，大公司，终身学习，环境轻松，注重实力
车联网业务测试实习生,300/天,上海,4天/周,6个月,NIO蔚来,2000人以上,老板nice办公环境好大牛带队 团队体验，有憧憬，有发展，用户企业，成长快速，工作氛围优良，免费班车
项目质量实习生,200/天,上海,4天/周,3个月,NIO蔚来,2000人以上,大咖带队团队氛围免费咖啡 团队体验，有憧憬，有发展，用户企业，成长快速，工作氛围优良，免费班车
人力资源实习生,150/天,苏州,5天/周,6个月,NIO蔚来,2000人以上,生日会定期团建 团队体验，有憧憬，有发展，用户企业，成长快速，工作氛围优良，免费班车
区域运营组——行政车辆实习生,薪资面议,广州,5天/周,3个月,小鹏汽车,2000人以上,免费健身房包餐车辆管理 自动驾驶，AI，互联网，整车研发
英语教研实习生,150-180/天,上海,5天/周,3个月,喜马拉雅,500-2000人,免费晚餐水果免费班车弹性工作制音频独角兽 弹性工作＆迟到豁免，餐饮补贴＆免费水果，丰厚年终奖＆期权激励，节日福利＆团建基金，年陈福利，内部购买，游戏室＆按摩椅＆淋浴房＆24H直播间，明星大咖出没，音频独角兽
腾讯视频社区产品实习生,150-200/天,深圳,5天/周,6个月,腾讯,2000人以上,实习证明 平台好机会多，腾讯
HR实习生,薪资面议,上海,5天/周,3个月,哔哩哔哩,2000人以上,B站 二次元，新兴文化代表，lo娘，猫房，特♂色社团，氛围爆好，有发展前景，技术牛人多，舒适的办公环境，发展好
游戏产品实习生（HAGO）,100-150/天,广州,4天/周,6个月,欢聚集团,2000人以上,健身房餐补免费咖啡 工作环境超棒，节日大礼包，餐补
财务实习生,120-150/天,上海,4天/周,3个月,哔哩哔哩,2000人以上,互联网 二次元，新兴文化代表，lo娘，猫房，特♂色社团，氛围爆好，有发展前景，技术牛人多，舒适的办公环境，发展好
后期剪辑实习生（AE、PR等）,150/天,北京,5天/周,3个月,字节跳动,2000人以上,免费三餐免费健身房租房补贴实习证明 亿级日活平台，今日头条，抖音，年轻、扁平、透明，免费三餐健身房，租房补贴
项目管理实习生（PMO）,100-150/天,广州,4天/周,3个月,欢聚集团,2000人以上,健身房餐补免费咖啡 工作环境超棒，节日大礼包，餐补
人力资源实习生,120-180/天,北京,5天/周,3个月,字节跳动,2000人以上,可转正实习暑期实习寒假实习接受大一大二定期团建项目奖金 亿级日活平台，今日头条，抖音，年轻、扁平、透明，免费三餐健身房，租房补贴
NLP实习生,80-120/天,合肥,5天/周,3个月,科大讯飞,2000人以上,暑期实习午餐补贴免费班车 有梦想，年轻活泼，漂亮小姐姐，岗位补助，已审核，产品有前景
人力实习生,150-180/天,北京,5天/周,3个月,神州泰岳软件,2000人以上,接受大一大二 上市公司，前景发展好，环境优越，优越办公环境，地铁站旁边，团队协作，宽松氛围，双休，午餐补助，高逼格大厦
影业实习生（院线电影方向）,薪资面议,上海,5天/周,3个月,哔哩哔哩,2000人以上,b站 二次元，新兴文化代表，lo娘，猫房，特♂色社团，氛围爆好，有发展前景，技术牛人多，舒适的办公环境，发展好
运营实习,250-300/天,北京,5天/周,4个月,北京链家,2000人以上,晋升机制 季度出游，弹性工作时间，晋升空间大，90后团队，销售部，大平台，优秀可转正
HRBP实习生,150-180/天,上海,5天/周,3个月,喜马拉雅,500-2000人,弹性工作制免费班车免费晚餐和水果 弹性工作＆迟到豁免，餐饮补贴＆免费水果，丰厚年终奖＆期权激励，节日福利＆团建基金，年陈福利，内部购买，游戏室＆按摩椅＆淋浴房＆24H直播间，明星大咖出没，音频独角兽
HRBP实习生,150-200/天,北京,5天/周,3个月,字节跳动,2000人以上,弹性工作房补弹性工作周末双休实习证明 亿级日活平台，今日头条，抖音，年轻、扁平、透明，免费三餐健身房，租房补贴
增长运营实习生,150-180/天,上海,5天/周,3个月,喜马拉雅,500-2000人,免费晚餐水果免费班车弹性工作制音频独角兽 弹性工作＆迟到豁免，餐饮补贴＆免费水果，丰厚年终奖＆期权激励，节日福利＆团建基金，年陈福利，内部购买，游戏室＆按摩椅＆淋浴房＆24H直播间，明星大咖出没，音频独角兽
广告设计实习生,120-150/天,上海,4天/周,6个月,字节跳动,2000人以上,房补周末双休节日福利一日三餐大厂实习证明免费咖啡 亿级日活平台，今日头条，抖音，年轻、扁平、透明，免费三餐健身房，租房补贴
直播运营实习生,100-120/天,广州,4天/周,3个月,虎牙,2000人以上,上市公司行业龙头 自带食堂，扁平化组织，互联网产业，水果零食，电竞，公司平台大
